Archive Path,File in Archive,File Size (Bytes),Archive Full Path
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/Top 50 Gifts For Christmas/keywords.csv,54226,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/Top 50 Gifts For Christmas/image.jpg,38240,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Ultimate Salad Recipe Collection/salads.pdf,520984,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Ultimate Salad Recipe Collection/salads.doc,1256960,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Ultimate Salad Recipe Collection/image.jpg,64021,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/Top 100 WP Plugins/Affiliate Programs.xls,61952,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/Top 100 WP Plugins/image.jpg,38849,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Ultimate Chicken Wing Cookbook/image.gif,43545,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spanish Language Speed Learning Course/SpeedSpanishSalesLetter.rtf,28024,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spanish Language Speed Learning Course/SpeedSpanish.rtf,1015840,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spanish Language Speed Learning Course/SpeedSpanish.pdf,299704,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spanish Language Speed Learning Course/image.jpg,95494,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spiritual Resolution/Article.doc,27136,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spiritual Resolution/Spiritual_Resolution.pdf,243391,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
350kebooks\015.zip,016/eBooks with Sales Pages/eBooks with Sales Pages/2-33/The Spiritual Resolution/image.jpg,108180,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\015.zip
