Archive Path,File in Archive,File Size (Bytes),Archive Full Path
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Positive Thinking Self Talking Tactics Revealed/Sales Material/images1/footer.jpg,11340,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Pre paid Cell Phones/PPcell Ph salesletter/images/top.gif,2927,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Press Release Principles/ResellerPack/Sales Page/index.htm,4602,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Press Release Principles/ResellerPack/Sales Page/reselleremail.txt,641,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Press Release Principles/ResellerPack/Sales Page/PressReleaseCover.GIF,5630,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Pregnancy Nutrition/sales letter/images/pregnancy_bg2.jpg,1905,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Podcasting For Fun Profit/resellersite/images/checkmark.gif,383,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Piano Mastery/Sales_Letter/images/header_09.jpg,338,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Piano Mastery/Sales_Letter/images/header_07.jpg,310,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Piano Mastery/Sales_Letter/images/header_13.jpg,366,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
350kebooks\011.zip,012/eBooks with Sales Pages/eBooks with Sales Pages/2-25/Piano Mastery/Sales_Letter/images/header_10.jpg,370,G:\PLR ASSETS\WORKING_FOLDER\350kebooks\011.zip
